Entity,Code,Year,Multiparty elections (best estimate) (re-estimate)
East Germany,OWID_GDR,1958,0
East Germany,OWID_GDR,1959,0
East Germany,OWID_GDR,1960,0
East Germany,OWID_GDR,1961,0
East Germany,OWID_GDR,1962,0
East Germany,OWID_GDR,1963,0
East Germany,OWID_GDR,1964,0
East Germany,OWID_GDR,1965,0
East Germany,OWID_GDR,1966,0
East Germany,OWID_GDR,1967,0
East Germany,OWID_GDR,1968,0
East Germany,OWID_GDR,1969,0
East Germany,OWID_GDR,1970,0
East Germany,OWID_GDR,1971,0
East Germany,OWID_GDR,1972,0
East Germany,OWID_GDR,1973,0
East Germany,OWID_GDR,1974,0
East Germany,OWID_GDR,1975,0
East Germany,OWID_GDR,1976,0
East Germany,OWID_GDR,1977,0
East Germany,OWID_GDR,1978,0
East Germany,OWID_GDR,1979,0
East Germany,OWID_GDR,1980,0
East Germany,OWID_GDR,1981,0
East Germany,OWID_GDR,1982,0
East Germany,OWID_GDR,1983,0
East Germany,OWID_GDR,1984,0
East Germany,OWID_GDR,1985,0
East Germany,OWID_GDR,1986,0
East Germany,OWID_GDR,1987,0
East Germany,OWID_GDR,1988,0
East Germany,OWID_GDR,1989,0
East Germany,OWID_GDR,1990,1
East Timor,TLS,1973,1
East Timor,TLS,1974,1
East Timor,TLS,1975,1
East Timor,TLS,2001,1
East Timor,TLS,2002,1
East Timor,TLS,2003,1
East Timor,TLS,2004,1
East Timor,TLS,2005,1
East Timor,TLS,2006,1
East Timor,TLS,2007,1
East Timor,TLS,2008,1
East Timor,TLS,2009,1
East Timor,TLS,2010,1
East Timor,TLS,2011,1
East Timor,TLS,2012,1
East Timor,TLS,2013,1
East Timor,TLS,2014,1
East Timor,TLS,2015,1
East Timor,TLS,2016,1
East Timor,TLS,2017,1
East Timor,TLS,2018,1
East Timor,TLS,2019,1
East Timor,TLS,2020,1
East Timor,TLS,2021,1
East Timor,TLS,2022,1
East Timor,TLS,2023,1
Ecuador,ECU,1856,1
Ecuador,ECU,1857,1
Ecuador,ECU,1858,1
Ecuador,ECU,1859,1
Ecuador,ECU,1865,1
Ecuador,ECU,1866,1
Ecuador,ECU,1867,1
Ecuador,ECU,1868,1
Ecuador,ECU,1869,0
Ecuador,ECU,1870,0
Ecuador,ECU,1871,0
Ecuador,ECU,1872,0
Ecuador,ECU,1873,0
Ecuador,ECU,1874,0
Ecuador,ECU,1875,1
Ecuador,ECU,1876,1
Ecuador,ECU,1888,1
Ecuador,ECU,1889,1
Ecuador,ECU,1890,1
Ecuador,ECU,1891,1
Ecuador,ECU,1892,1
Ecuador,ECU,1893,1
Ecuador,ECU,1894,1
Ecuador,ECU,1895,1
Ecuador,ECU,1896,1
Ecuador,ECU,1897,1
Ecuador,ECU,1898,1
Ecuador,ECU,1899,1
Ecuador,ECU,1900,1
Ecuador,ECU,1901,1
Ecuador,ECU,1902,1
Ecuador,ECU,1903,1
Ecuador,ECU,1904,1
Ecuador,ECU,1905,1
Ecuador,ECU,1906,1
Ecuador,ECU,1911,1
Ecuador,ECU,1912,1
Ecuador,ECU,1913,1
Ecuador,ECU,1914,1
Ecuador,ECU,1915,1
Ecuador,ECU,1916,1
Ecuador,ECU,1917,1
Ecuador,ECU,1918,1
Ecuador,ECU,1919,1
Ecuador,ECU,1920,1
Ecuador,ECU,1921,1
Ecuador,ECU,1922,1
Ecuador,ECU,1923,1
Ecuador,ECU,1924,1
Ecuador,ECU,1925,1
Ecuador,ECU,1928,1
Ecuador,ECU,1929,1
Ecuador,ECU,1930,1
Ecuador,ECU,1931,1
Ecuador,ECU,1932,1
Ecuador,ECU,1933,1
Ecuador,ECU,1934,1
Ecuador,ECU,1935,1
Ecuador,ECU,1938,1
Ecuador,ECU,1939,1
Ecuador,ECU,1940,1
Ecuador,ECU,1941,1
Ecuador,ECU,1942,1
Ecuador,ECU,1943,1
Ecuador,ECU,1944,1
Ecuador,ECU,1947,1
Ecuador,ECU,1948,1
Ecuador,ECU,1949,1
Ecuador,ECU,1950,1
Ecuador,ECU,1951,1
Ecuador,ECU,1952,1
Ecuador,ECU,1953,1
Ecuador,ECU,1954,1
Ecuador,ECU,1955,1
Ecuador,ECU,1956,1
Ecuador,ECU,1957,1
Ecuador,ECU,1958,1
Ecuador,ECU,1959,1
Ecuador,ECU,1960,1
Ecuador,ECU,1961,1
Ecuador,ECU,1962,1
Ecuador,ECU,1963,1
Ecuador,ECU,1968,1
Ecuador,ECU,1969,1
Ecuador,ECU,1970,1
Ecuador,ECU,1978,1
Ecuador,ECU,1979,1
Ecuador,ECU,1980,1
Ecuador,ECU,1981,1
Ecuador,ECU,1982,1
Ecuador,ECU,1983,1
Ecuador,ECU,1984,1
Ecuador,ECU,1985,1
Ecuador,ECU,1986,1
Ecuador,ECU,1987,1
Ecuador,ECU,1988,1
Ecuador,ECU,1989,1
Ecuador,ECU,1990,1
Ecuador,ECU,1991,1
Ecuador,ECU,1992,1
Ecuador,ECU,1993,1
Ecuador,ECU,1994,1
Ecuador,ECU,1995,1
Ecuador,ECU,1996,1
Ecuador,ECU,1997,1
Ecuador,ECU,1998,1
Ecuador,ECU,1999,1
Ecuador,ECU,2000,1
Ecuador,ECU,2001,1
Ecuador,ECU,2002,1
Ecuador,ECU,2003,1
Ecuador,ECU,2004,1
Ecuador,ECU,2005,1
Ecuador,ECU,2006,1
Ecuador,ECU,2007,1
Ecuador,ECU,2008,1
Ecuador,ECU,2009,1
Ecuador,ECU,2010,1
Ecuador,ECU,2011,1
Ecuador,ECU,2012,1
Ecuador,ECU,2013,1
Ecuador,ECU,2014,1
Ecuador,ECU,2015,1
Ecuador,ECU,2016,1
Ecuador,ECU,2017,1
Ecuador,ECU,2018,1
Ecuador,ECU,2019,1
Ecuador,ECU,2020,1
Ecuador,ECU,2021,1
Ecuador,ECU,2022,1
Ecuador,ECU,2023,1
Egypt,EGY,1883,0
Egypt,EGY,1884,0
Egypt,EGY,1885,0
Egypt,EGY,1886,0
Egypt,EGY,1887,0
Egypt,EGY,1888,0
Egypt,EGY,1889,0
Egypt,EGY,1890,0
Egypt,EGY,1891,0
Egypt,EGY,1892,0
Egypt,EGY,1893,0
Egypt,EGY,1894,0
Egypt,EGY,1895,0
Egypt,EGY,1896,0
Egypt,EGY,1897,0
Egypt,EGY,1898,0
Egypt,EGY,1899,0
Egypt,EGY,1900,0
Egypt,EGY,1901,0
Egypt,EGY,1902,0
Egypt,EGY,1903,0
Egypt,EGY,1904,0
Egypt,EGY,1905,0
Egypt,EGY,1906,0
Egypt,EGY,1907,0
Egypt,EGY,1908,0
Egypt,EGY,1909,0
Egypt,EGY,1910,0
Egypt,EGY,1911,0
Egypt,EGY,1912,0
Egypt,EGY,1913,0
Egypt,EGY,1945,1
Egypt,EGY,1946,1
Egypt,EGY,1947,1
Egypt,EGY,1948,1
Egypt,EGY,1949,1
Egypt,EGY,1950,1
Egypt,EGY,1951,1
Egypt,EGY,1952,1
Egypt,EGY,1956,0
Egypt,EGY,1957,0
Egypt,EGY,1958,0
Egypt,EGY,1959,0
Egypt,EGY,1960,0
Egypt,EGY,1961,0
Egypt,EGY,1964,0
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0
Egypt,EGY,2001,0
Egypt,EGY,2002,0
Egypt,EGY,2003,0
Egypt,EGY,2004,0
Egypt,EGY,2005,1
Egypt,EGY,2006,1
Egypt,EGY,2007,1
Egypt,EGY,2008,1
Egypt,EGY,2009,1
Egypt,EGY,2010,1
Egypt,EGY,2011,1
Egypt,EGY,2012,1
Egypt,EGY,2013,1
Egypt,EGY,2014,0
Egypt,EGY,2015,0
Egypt,EGY,2016,0
Egypt,EGY,2017,0
Egypt,EGY,2018,0
Egypt,EGY,2019,0
Egypt,EGY,2020,0
Egypt,EGY,2021,0
Egypt,EGY,2022,0
Egypt,EGY,2023,0
El Salvador,SLV,1842,0
El Salvador,SLV,1843,0
El Salvador,SLV,1844,0
El Salvador,SLV,1845,0
El Salvador,SLV,1846,0
El Salvador,SLV,1847,0
El Salvador,SLV,1848,0
El Salvador,SLV,1850,0
El Salvador,SLV,1851,0
El Salvador,SLV,1852,0
El Salvador,SLV,1853,0
El Salvador,SLV,1854,0
El Salvador,SLV,1855,0
El Salvador,SLV,1856,0
El Salvador,SLV,1857,0
El Salvador,SLV,1858,0
El Salvador,SLV,1860,0
El Salvador,SLV,1861,0
El Salvador,SLV,1862,0
El Salvador,SLV,1863,0
El Salvador,SLV,1869,0
El Salvador,SLV,1870,0
El Salvador,SLV,1871,0
El Salvador,SLV,1872,0
El Salvador,SLV,1873,0
El Salvador,SLV,1874,0
El Salvador,SLV,1875,0
El Salvador,SLV,1876,0
El Salvador,SLV,1877,0
El Salvador,SLV,1878,0
El Salvador,SLV,1879,0
El Salvador,SLV,1880,0
El Salvador,SLV,1881,0
El Salvador,SLV,1882,0
El Salvador,SLV,1883,0
El Salvador,SLV,1884,0
El Salvador,SLV,1885,0
El Salvador,SLV,1886,0
El Salvador,SLV,1887,0
El Salvador,SLV,1888,0
El Salvador,SLV,1889,0
El Salvador,SLV,1890,0
El Salvador,SLV,1892,0
El Salvador,SLV,1893,0
El Salvador,SLV,1894,0
El Salvador,SLV,1895,0
El Salvador,SLV,1896,0
El Salvador,SLV,1897,0
El Salvador,SLV,1898,0
El Salvador,SLV,1899,0
El Salvador,SLV,1900,0
El Salvador,SLV,1901,0
El Salvador,SLV,1902,0
El Salvador,SLV,1903,0
El Salvador,SLV,1904,0
El Salvador,SLV,1905,0
El Salvador,SLV,1906,0
El Salvador,SLV,1907,0
El Salvador,SLV,1908,0
El Salvador,SLV,1909,0
El Salvador,SLV,1910,0
El Salvador,SLV,1911,0
El Salvador,SLV,1912,0
El Salvador,SLV,1913,0
El Salvador,SLV,1914,0
El Salvador,SLV,1915,0
El Salvador,SLV,1916,0
El Salvador,SLV,1917,0
El Salvador,SLV,1918,0
El Salvador,SLV,1919,0
El Salvador,SLV,1920,0
El Salvador,SLV,1921,0
El Salvador,SLV,1922,0
El Salvador,SLV,1923,0
El Salvador,SLV,1924,0
El Salvador,SLV,1925,0
El Salvador,SLV,1926,0
El Salvador,SLV,1927,0
El Salvador,SLV,1928,0
El Salvador,SLV,1929,0
El Salvador,SLV,1930,0
El Salvador,SLV,1931,1
El Salvador,SLV,1932,0
El Salvador,SLV,1933,0
El Salvador,SLV,1934,0
El Salvador,SLV,1935,0
El Salvador,SLV,1936,0
El Salvador,SLV,1937,0
El Salvador,SLV,1938,0
El Salvador,SLV,1939,0
El Salvador,SLV,1940,0
El Salvador,SLV,1941,0
El Salvador,SLV,1942,0
El Salvador,SLV,1943,0
El Salvador,SLV,1944,0
El Salvador,SLV,1945,0
El Salvador,SLV,1946,0
El Salvador,SLV,1947,0
El Salvador,SLV,1948,0
El Salvador,SLV,1950,0
El Salvador,SLV,1951,0
El Salvador,SLV,1952,0
El Salvador,SLV,1953,0
El Salvador,SLV,1954,0
El Salvador,SLV,1955,0
El Salvador,SLV,1956,0
El Salvador,SLV,1957,0
El Salvador,SLV,1958,0
El Salvador,SLV,1959,0
El Salvador,SLV,1960,0
El Salvador,SLV,1961,0
El Salvador,SLV,1962,0
El Salvador,SLV,1963,0
El Salvador,SLV,1964,1
El Salvador,SLV,1965,1
El Salvador,SLV,1966,1
El Salvador,SLV,1967,1
El Salvador,SLV,1968,1
El Salvador,SLV,1969,1
El Salvador,SLV,1970,1
El Salvador,SLV,1971,1
El Salvador,SLV,1972,1
El Salvador,SLV,1973,1
El Salvador,SLV,1974,1
El Salvador,SLV,1975,1
El Salvador,SLV,1976,1
El Salvador,SLV,1977,1
El Salvador,SLV,1978,1
El Salvador,SLV,1979,1
El Salvador,SLV,1982,1
El Salvador,SLV,1984,1
El Salvador,SLV,1985,1
El Salvador,SLV,1986,1
El Salvador,SLV,1987,1
El Salvador,SLV,1988,1
El Salvador,SLV,1989,1
El Salvador,SLV,1990,1
El Salvador,SLV,1991,1
El Salvador,SLV,1992,1
El Salvador,SLV,1993,1
El Salvador,SLV,1994,1
El Salvador,SLV,1995,1
El Salvador,SLV,1996,1
El Salvador,SLV,1997,1
El Salvador,SLV,1998,1
El Salvador,SLV,1999,1
El Salvador,SLV,2000,1
El Salvador,SLV,2001,1
El Salvador,SLV,2002,1
El Salvador,SLV,2003,1
El Salvador,SLV,2004,1
El Salvador,SLV,2005,1
El Salvador,SLV,2006,1
El Salvador,SLV,2007,1
El Salvador,SLV,2008,1
El Salvador,SLV,2009,1
El Salvador,SLV,2010,1
El Salvador,SLV,2011,1
El Salvador,SLV,2012,1
El Salvador,SLV,2013,1
El Salvador,SLV,2014,1
El Salvador,SLV,2015,1
El Salvador,SLV,2016,1
El Salvador,SLV,2017,1
El Salvador,SLV,2018,1
El Salvador,SLV,2019,1
El Salvador,SLV,2020,1
El Salvador,SLV,2021,1
El Salvador,SLV,2022,1
El Salvador,SLV,2023,1
Equatorial Guinea,GNQ,1968,1
Equatorial Guinea,GNQ,1969,1
Equatorial Guinea,GNQ,1970,1
Equatorial Guinea,GNQ,1971,1
Equatorial Guinea,GNQ,1982,0
Equatorial Guinea,GNQ,1983,0
Equatorial Guinea,GNQ,1984,0
Equatorial Guinea,GNQ,1985,0
Equatorial Guinea,GNQ,1986,0
Equatorial Guinea,GNQ,1987,0
Equatorial Guinea,GNQ,1988,0
Equatorial Guinea,GNQ,1989,0
Equatorial Guinea,GNQ,1990,0
Equatorial Guinea,GNQ,1991,0
Equatorial Guinea,GNQ,1992,0
Equatorial Guinea,GNQ,1993,1
Equatorial Guinea,GNQ,1994,1
Equatorial Guinea,GNQ,1995,1
Equatorial Guinea,GNQ,1996,1
Equatorial Guinea,GNQ,1997,1
Equatorial Guinea,GNQ,1998,1
Equatorial Guinea,GNQ,1999,1
Equatorial Guinea,GNQ,2000,1
Equatorial Guinea,GNQ,2001,1
Equatorial Guinea,GNQ,2002,1
Equatorial Guinea,GNQ,2003,1
Equatorial Guinea,GNQ,2004,1
Equatorial Guinea,GNQ,2005,1
Equatorial Guinea,GNQ,2006,1
Equatorial Guinea,GNQ,2007,1
Equatorial Guinea,GNQ,2008,0
Equatorial Guinea,GNQ,2009,1
Equatorial Guinea,GNQ,2010,1
Equatorial Guinea,GNQ,2011,1
Equatorial Guinea,GNQ,2012,1
Equatorial Guinea,GNQ,2013,1
Equatorial Guinea,GNQ,2014,1
Equatorial Guinea,GNQ,2015,1
Equatorial Guinea,GNQ,2016,0
Equatorial Guinea,GNQ,2017,0
Equatorial Guinea,GNQ,2018,0
Equatorial Guinea,GNQ,2019,0
Equatorial Guinea,GNQ,2020,0
Equatorial Guinea,GNQ,2021,0
Equatorial Guinea,GNQ,2022,1
Equatorial Guinea,GNQ,2023,1
Eritrea,ERI,1952,1
Eritrea,ERI,1953,1
Eritrea,ERI,1954,1
Eritrea,ERI,1955,1
Eritrea,ERI,1956,1
Eritrea,ERI,1957,1
Eritrea,ERI,1958,1
Eritrea,ERI,1959,1
Eritrea,ERI,1960,1
Eritrea,ERI,1961,1
Eritrea,ERI,1962,1
Eritrea,ERI,1965,0
Estonia,EST,1917,1
Estonia,EST,1919,1
Estonia,EST,1920,1
Estonia,EST,1921,1
Estonia,EST,1922,1
Estonia,EST,1923,1
Estonia,EST,1924,1
Estonia,EST,1925,1
Estonia,EST,1926,1
Estonia,EST,1927,1
Estonia,EST,1928,1
Estonia,EST,1929,1
Estonia,EST,1930,1
Estonia,EST,1931,1
Estonia,EST,1932,1
Estonia,EST,1933,1
Estonia,EST,1934,1
Estonia,EST,1936,0
Estonia,EST,1938,0
Estonia,EST,1939,0
Estonia,EST,1940,0
Estonia,EST,1941,0
Estonia,EST,1942,0
Estonia,EST,1943,0
Estonia,EST,1944,0
Estonia,EST,1945,0
Estonia,EST,1946,0
Estonia,EST,1947,0
Estonia,EST,1948,0
Estonia,EST,1949,0
Estonia,EST,1950,0
Estonia,EST,1951,0
Estonia,EST,1952,0
Estonia,EST,1953,0
Estonia,EST,1954,0
Estonia,EST,1955,0
Estonia,EST,1956,0
Estonia,EST,1957,0
Estonia,EST,1958,0
Estonia,EST,1959,0
Estonia,EST,1960,0
Estonia,EST,1961,0
Estonia,EST,1962,0
Estonia,EST,1963,0
Estonia,EST,1964,0
Estonia,EST,1965,0
Estonia,EST,1966,0
Estonia,EST,1967,0
Estonia,EST,1968,0
Estonia,EST,1969,0
Estonia,EST,1970,0
Estonia,EST,1971,0
Estonia,EST,1972,0
Estonia,EST,1973,0
Estonia,EST,1974,0
Estonia,EST,1975,0
Estonia,EST,1976,0
Estonia,EST,1977,0
Estonia,EST,1978,0
Estonia,EST,1979,0
Estonia,EST,1980,0
Estonia,EST,1981,0
Estonia,EST,1982,0
Estonia,EST,1983,0
Estonia,EST,1984,0
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,1
Estonia,EST,1990,1
Estonia,EST,1991,1
Estonia,EST,1992,1
Estonia,EST,1993,1
Estonia,EST,1994,1
Estonia,EST,1995,1
Estonia,EST,1996,1
Estonia,EST,1997,1
Estonia,EST,1998,1
Estonia,EST,1999,1
Estonia,EST,2000,1
Estonia,EST,2001,1
Estonia,EST,2002,1
Estonia,EST,2003,1
Estonia,EST,2004,1
Estonia,EST,2005,1
Estonia,EST,2006,1
Estonia,EST,2007,1
Estonia,EST,2008,1
Estonia,EST,2009,1
Estonia,EST,2010,1
Estonia,EST,2011,1
Estonia,EST,2012,1
Estonia,EST,2013,1
Estonia,EST,2014,1
Estonia,EST,2015,1
Estonia,EST,2016,1
Estonia,EST,2017,1
Estonia,EST,2018,1
Estonia,EST,2019,1
Estonia,EST,2020,1
Estonia,EST,2021,1
Estonia,EST,2022,1
Estonia,EST,2023,1
Eswatini,SWZ,1964,1
Eswatini,SWZ,1965,1
Eswatini,SWZ,1966,1
Eswatini,SWZ,1967,1
Eswatini,SWZ,1968,1
Eswatini,SWZ,1969,1
Eswatini,SWZ,1970,1
Eswatini,SWZ,1971,1
Eswatini,SWZ,1972,1
Eswatini,SWZ,1973,1
Eswatini,SWZ,1978,0
Eswatini,SWZ,1979,0
Eswatini,SWZ,1980,0
Eswatini,SWZ,1981,0
Eswatini,SWZ,1982,0
Eswatini,SWZ,1983,0
Eswatini,SWZ,1984,0
Eswatini,SWZ,1985,0
Eswatini,SWZ,1986,0
Eswatini,SWZ,1987,0
Eswatini,SWZ,1988,0
Eswatini,SWZ,1989,0
Eswatini,SWZ,1990,0
Eswatini,SWZ,1991,0
Eswatini,SWZ,1992,0
Eswatini,SWZ,1993,0
Eswatini,SWZ,1994,0
Eswatini,SWZ,1995,0
Eswatini,SWZ,1996,0
Eswatini,SWZ,1997,0
Eswatini,SWZ,1998,0
Eswatini,SWZ,1999,0
Eswatini,SWZ,2000,0
Eswatini,SWZ,2001,0
Eswatini,SWZ,2002,0
Eswatini,SWZ,2003,0
Eswatini,SWZ,2004,0
Eswatini,SWZ,2005,0
Eswatini,SWZ,2006,0
Eswatini,SWZ,2007,0
Eswatini,SWZ,2008,0
Eswatini,SWZ,2009,0
Eswatini,SWZ,2010,0
Eswatini,SWZ,2011,0
Eswatini,SWZ,2012,0
Eswatini,SWZ,2013,0
Eswatini,SWZ,2014,0
Eswatini,SWZ,2015,0
Eswatini,SWZ,2016,0
Eswatini,SWZ,2017,0
Eswatini,SWZ,2018,0
Eswatini,SWZ,2019,0
Eswatini,SWZ,2020,0
Eswatini,SWZ,2021,0
Eswatini,SWZ,2022,0
Eswatini,SWZ,2023,0
Ethiopia,ETH,1955,0
Ethiopia,ETH,1956,0
Ethiopia,ETH,1957,0
Ethiopia,ETH,1958,0
Ethiopia,ETH,1959,0
Ethiopia,ETH,1960,0
Ethiopia,ETH,1961,0
Ethiopia,ETH,1962,0
Ethiopia,ETH,1963,0
Ethiopia,ETH,1964,0
Ethiopia,ETH,1965,0
Ethiopia,ETH,1966,0
Ethiopia,ETH,1967,0
Ethiopia,ETH,1968,0
Ethiopia,ETH,1969,0
Ethiopia,ETH,1970,0
Ethiopia,ETH,1971,0
Ethiopia,ETH,1972,0
Ethiopia,ETH,1973,0
Ethiopia,ETH,1974,0
Ethiopia,ETH,1987,0
Ethiopia,ETH,1988,0
Ethiopia,ETH,1989,0
Ethiopia,ETH,1990,0
Ethiopia,ETH,1991,0
Ethiopia,ETH,1992,0
Ethiopia,ETH,1993,0
Ethiopia,ETH,1994,1
Ethiopia,ETH,1995,1
Ethiopia,ETH,1996,1
Ethiopia,ETH,1997,1
Ethiopia,ETH,1998,1
Ethiopia,ETH,1999,1
Ethiopia,ETH,2000,1
Ethiopia,ETH,2001,1
Ethiopia,ETH,2002,1
Ethiopia,ETH,2003,1
Ethiopia,ETH,2004,1
Ethiopia,ETH,2005,1
Ethiopia,ETH,2006,1
Ethiopia,ETH,2007,1
Ethiopia,ETH,2008,1
Ethiopia,ETH,2009,1
Ethiopia,ETH,2010,1
Ethiopia,ETH,2011,1
Ethiopia,ETH,2012,1
Ethiopia,ETH,2013,1
Ethiopia,ETH,2014,1
Ethiopia,ETH,2015,1
Ethiopia,ETH,2016,1
Ethiopia,ETH,2017,1
Ethiopia,ETH,2018,1
Ethiopia,ETH,2019,1
Ethiopia,ETH,2020,1
Ethiopia,ETH,2021,1
Ethiopia,ETH,2022,1
Ethiopia,ETH,2023,1
Fiji,FJI,1905,0
Fiji,FJI,1906,0
Fiji,FJI,1907,0
Fiji,FJI,1908,0
Fiji,FJI,1909,0
Fiji,FJI,1910,0
Fiji,FJI,1911,0
Fiji,FJI,1912,0
Fiji,FJI,1913,0
Fiji,FJI,1914,0
Fiji,FJI,1915,0
Fiji,FJI,1916,0
Fiji,FJI,1917,0
Fiji,FJI,1918,0
Fiji,FJI,1919,0
Fiji,FJI,1920,0
Fiji,FJI,1921,0
Fiji,FJI,1922,0
Fiji,FJI,1923,0
Fiji,FJI,1924,0
Fiji,FJI,1925,0
Fiji,FJI,1926,0
Fiji,FJI,1927,0
Fiji,FJI,1928,0
Fiji,FJI,1929,0
Fiji,FJI,1930,0
Fiji,FJI,1931,0
Fiji,FJI,1932,0
Fiji,FJI,1933,0
Fiji,FJI,1934,0
Fiji,FJI,1935,0
Fiji,FJI,1936,0
Fiji,FJI,1937,0
Fiji,FJI,1938,0
Fiji,FJI,1939,0
Fiji,FJI,1940,0
Fiji,FJI,1941,0
Fiji,FJI,1942,0
Fiji,FJI,1943,0
Fiji,FJI,1944,0
Fiji,FJI,1945,0
Fiji,FJI,1946,0
Fiji,FJI,1947,0
Fiji,FJI,1948,0
Fiji,FJI,1949,0
Fiji,FJI,1950,0
Fiji,FJI,1951,0
Fiji,FJI,1952,0
Fiji,FJI,1953,0
Fiji,FJI,1954,0
Fiji,FJI,1955,0
Fiji,FJI,1956,0
Fiji,FJI,1957,0
Fiji,FJI,1958,0
Fiji,FJI,1959,0
Fiji,FJI,1960,0
Fiji,FJI,1961,0
Fiji,FJI,1962,0
Fiji,FJI,1963,0
Fiji,FJI,1964,0
Fiji,FJI,1965,0
Fiji,FJI,1966,1
Fiji,FJI,1967,1
Fiji,FJI,1968,1
Fiji,FJI,1969,1
Fiji,FJI,1970,1
Fiji,FJI,1971,1
Fiji,FJI,1972,1
Fiji,FJI,1973,1
Fiji,FJI,1974,1
Fiji,FJI,1975,1
Fiji,FJI,1976,1
Fiji,FJI,1977,1
Fiji,FJI,1978,1
Fiji,FJI,1979,1
Fiji,FJI,1980,1
Fiji,FJI,1981,1
Fiji,FJI,1982,1
Fiji,FJI,1983,1
Fiji,FJI,1984,1
Fiji,FJI,1985,1
Fiji,FJI,1986,1
Fiji,FJI,1987,1
Fiji,FJI,1992,1
Fiji,FJI,1993,1
Fiji,FJI,1994,1
Fiji,FJI,1995,1
Fiji,FJI,1996,1
Fiji,FJI,1997,1
Fiji,FJI,1998,1
Fiji,FJI,1999,1
Fiji,FJI,2000,1
Fiji,FJI,2001,1
Fiji,FJI,2002,1
Fiji,FJI,2003,1
Fiji,FJI,2004,1
Fiji,FJI,2005,1
Fiji,FJI,2006,1
Fiji,FJI,2014,1
Fiji,FJI,2015,1
Fiji,FJI,2016,1
Fiji,FJI,2017,1
Fiji,FJI,2018,1
Fiji,FJI,2019,1
Fiji,FJI,2020,1
Fiji,FJI,2021,1
Fiji,FJI,2022,1
Fiji,FJI,2023,1
Finland,FIN,1789,1
Finland,FIN,1790,1
Finland,FIN,1791,1
Finland,FIN,1792,1
Finland,FIN,1793,1
Finland,FIN,1794,1
Finland,FIN,1795,1
Finland,FIN,1796,1
Finland,FIN,1797,1
Finland,FIN,1798,1
Finland,FIN,1799,1
Finland,FIN,1800,1
Finland,FIN,1801,1
Finland,FIN,1802,1
Finland,FIN,1803,1
Finland,FIN,1804,1
Finland,FIN,1805,1
Finland,FIN,1806,1
Finland,FIN,1807,1
Finland,FIN,1808,1
Finland,FIN,1863,1
Finland,FIN,1864,1
Finland,FIN,1865,1
Finland,FIN,1866,1
Finland,FIN,1867,1
Finland,FIN,1868,1
Finland,FIN,1869,1
Finland,FIN,1870,1
Finland,FIN,1871,1
Finland,FIN,1872,1
Finland,FIN,1873,1
Finland,FIN,1874,1
Finland,FIN,1875,1
Finland,FIN,1876,1
Finland,FIN,1877,1
Finland,FIN,1878,1
Finland,FIN,1879,1
Finland,FIN,1880,1
Finland,FIN,1881,1
Finland,FIN,1882,1
Finland,FIN,1883,1
Finland,FIN,1884,1
Finland,FIN,1885,1
Finland,FIN,1886,1
Finland,FIN,1887,1
Finland,FIN,1888,1
Finland,FIN,1889,1
Finland,FIN,1890,1
Finland,FIN,1891,1
Finland,FIN,1892,1
Finland,FIN,1893,1
Finland,FIN,1894,1
Finland,FIN,1895,1
Finland,FIN,1896,1
Finland,FIN,1897,1
Finland,FIN,1898,1
Finland,FIN,1899,1
Finland,FIN,1900,1
Finland,FIN,1901,1
Finland,FIN,1902,1
Finland,FIN,1903,1
Finland,FIN,1904,1
Finland,FIN,1905,1
Finland,FIN,1906,1
Finland,FIN,1907,1
Finland,FIN,1908,1
Finland,FIN,1909,1
Finland,FIN,1910,1
Finland,FIN,1911,1
Finland,FIN,1912,1
Finland,FIN,1913,1
Finland,FIN,1914,1
Finland,FIN,1915,1
Finland,FIN,1916,1
Finland,FIN,1917,1
Finland,FIN,1918,1
Finland,FIN,1919,1
Finland,FIN,1920,1
Finland,FIN,1921,1
Finland,FIN,1922,1
Finland,FIN,1923,1
Finland,FIN,1924,1
Finland,FIN,1925,1
Finland,FIN,1926,1
Finland,FIN,1927,1
Finland,FIN,1928,1
Finland,FIN,1929,1
Finland,FIN,1930,1
Finland,FIN,1931,1
Finland,FIN,1932,1
Finland,FIN,1933,1
Finland,FIN,1934,1
Finland,FIN,1935,1
Finland,FIN,1936,1
Finland,FIN,1937,1
Finland,FIN,1938,1
Finland,FIN,1939,1
